trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.80000000000000004, 'e': 1.0}",30,0,-229.08451023946188,"{0: 19, 1: 0, 2: 5, 3: 2, 4: 4}",0
2,False,"{'a': 0.79999900000050017, 'e': 0.99999500001249997}",30,0,-247.33902794677144,"{0: 16, 1: 3, 2: 5, 3: 2, 4: 4}",0
3,False,"{'a': 0.79999700000250007, 'e': 0.99998500006249991}",25,0,-137.78307837322444,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
4,False,"{'a': 0.79999400000700005, 'e': 0.99997000017499937}",20,0,-128.59240919297687,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
5,False,"{'a': 0.7999900000150002, 'e': 0.99995000037499793}",30,0,-152.00131329121356,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
6,False,"{'a': 0.79998500002750017, 'e': 0.99992500068749535}",30,0,-149.1946958847352,"{0: 22, 1: 0, 2: 3, 3: 3, 4: 2}",0
7,False,"{'a': 0.79997900004550004, 'e': 0.99989500113749097}",25,0,-55.9186137711854,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
8,False,"{'a': 0.79997200006999991, 'e': 0.99986000174998368}",20,9,-99.07493231250007,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 2}",1
9,False,"{'a': 0.79996400010199986, 'e': 0.99982000254997305}",30,0,-177.93096495326944,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
10,False,"{'a': 0.79995500014249976, 'e': 0.99977500356245796}",20,0,-39.59790804919653,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
11,False,"{'a': 0.79994500019249948, 'e': 0.99972500481243709}",20,0,-35.71432224651783,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
12,False,"{'a': 0.79993400025299932, 'e': 0.99967000632490932}",30,0,-149.24033955380824,"{0: 17, 1: 7, 2: 3, 3: 1, 4: 2}",0
13,False,"{'a': 0.79992200032499916, 'e': 0.99961000812487333}",20,0,-143.02833763334132,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
14,False,"{'a': 0.79990900040949864, 'e': 0.99954501023732756}",25,0,-88.20711228767905,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
15,False,"{'a': 0.79989500050749829, 'e': 0.99947501268727024}",25,0,-98.05041444592658,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
16,False,"{'a': 0.79988000061999776, 'e': 0.99940001549969981}",25,0,-108.38421055131387,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",1
17,False,"{'a': 0.79986400074799713, 'e': 0.99932001869961451}",30,0,-141.5414196188529,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
18,False,"{'a': 0.79984700089249627, 'e': 0.99923502231201211}",20,0,-49.19268078099823,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
19,False,"{'a': 0.79982900105449528, 'e': 0.99914502636189062}",20,0,-120.75258837991647,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
20,False,"{'a': 0.79981000123499424, 'e': 0.9990500308742476}",25,0,-90.50137737492504,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
21,False,"{'a': 0.79979000143499279, 'e': 0.99895003587408082}",20,0,-63.90285728580266,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
22,False,"{'a': 0.79976900165549125, 'e': 0.99884504138638786}",20,0,-77.30232773817077,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
23,False,"{'a': 0.79974700189748948, 'e': 0.99873504743616603}",25,15,-29.21890785374356,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
24,False,"{'a': 0.79972400216198736, 'e': 0.9986200540484127}",25,0,-96.48696981305214,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
25,False,"{'a': 0.79970000244998518, 'e': 0.99850006124812474}",20,0,-79.62154230367642,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
26,False,"{'a': 0.7996750027624826, 'e': 0.99837506906029927}",25,0,-200.40908458538618,"{0: 10, 1: 2, 2: 10, 3: 1, 4: 2}",0
27,False,"{'a': 0.7996490031004797, 'e': 0.99824507750993297}",25,0,-148.91688010228026,"{0: 11, 1: 4, 2: 8, 3: 1, 4: 1}",0
28,False,"{'a': 0.79962200346497658, 'e': 0.99811008662202294}",30,0,-188.62131376239475,"{0: 22, 1: 0, 2: 3, 3: 1, 4: 4}",0
29,False,"{'a': 0.79959400385697288, 'e': 0.99797009642156564}",20,0,-64.99850596980538,"{0: 11, 1: 6, 2: 1, 3: 2, 4: 0}",0
30,False,"{'a': 0.7995650042774689, 'e': 0.99782510693355753}",20,0,-128.2985123712782,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
31,False,"{'a': 0.7995350047274643, 'e': 0.99767511818299504}",20,0,-74.36381781162673,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
32,False,"{'a': 0.79950400520795939, 'e': 0.9975201301948744}",20,0,-49.35299224815575,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
33,False,"{'a': 0.79947200571995403, 'e': 0.99736014299419162}",25,0,-101.42504985871471,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
34,False,"{'a': 0.79943900626444808, 'e': 0.99719515660594293}",25,0,-172.3777265748257,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
35,False,"{'a': 0.79940500684244142, 'e': 0.99702517105512412}",25,0,-158.03443896859338,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
36,False,"{'a': 0.79937000745493414, 'e': 0.99685018636673095}",25,0,-132.35649522793292,"{0: 12, 1: 4, 2: 5, 3: 4, 4: 0}",0
37,False,"{'a': 0.79933400810292632, 'e': 0.996670202565759}",20,0,-69.17082768992248,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
38,False,"{'a': 0.79929700878741783, 'e': 0.99648521967720383}",20,0,-122.70523778696392,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
39,False,"{'a': 0.79925900950940854, 'e': 0.99629523772606077}",25,0,-137.83831674566287,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
40,False,"{'a': 0.79922001026989875, 'e': 0.99610025673732494}",25,0,-128.23996116717706,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
41,False,"{'a': 0.79918001106988812, 'e': 0.99590027673599169}",25,0,-189.06105143278873,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
42,False,"{'a': 0.79913901191037651, 'e': 0.9956952977470559}",30,0,-189.21234111301402,"{0: 14, 1: 9, 2: 4, 3: 0, 4: 3}",0
43,False,"{'a': 0.79909701279236423, 'e': 0.99548531979551247}",25,0,-85.6653372646705,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
44,False,"{'a': 0.79905401371685092, 'e': 0.9952703429063563}",20,0,-71.72761912933007,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
45,False,"{'a': 0.79901001468483668, 'e': 0.99505036710458183}",20,0,-86.20878399225276,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
46,False,"{'a': 0.79896501569732159, 'e': 0.99482539241518353}",30,0,-111.11725264498395,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
47,False,"{'a': 0.7989190167553053, 'e': 0.99459541886315583}",25,0,-139.28761573963914,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
48,False,"{'a': 0.79887201785978812, 'e': 0.99436044647349298}",20,0,-158.46418314131088,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
49,False,"{'a': 0.79882401901176969, 'e': 0.99412047527118919}",20,0,-95.54928279233965,"{0: 10, 1: 6, 2: 2, 3: 1, 4: 1}",0
50,False,"{'a': 0.79877502021225011, 'e': 0.99387550528123825}",25,0,-85.16473516835389,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
51,False,"{'a': 0.79872502146222923, 'e': 0.99362553652863417}",20,0,-75.92697725615201,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
52,False,"{'a': 0.79867402276270716, 'e': 0.99337056903837073}",20,0,-76.77633158748483,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
53,False,"{'a': 0.79862202411468375, 'e': 0.99311060283544172}",20,0,-93.61737672375531,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
54,False,"{'a': 0.79856902551915887, 'e': 0.99284563794484049}",25,0,-145.47398293095222,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
55,False,"{'a': 0.79851502697713261, 'e': 0.99257567439156036}",25,0,-83.98450604161651,"{0: 16, 1: 4, 2: 2, 3: 3, 4: 0}",0
56,False,"{'a': 0.79846002848960484, 'e': 0.99230071220059446}",25,0,-65.63977655695815,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
57,False,"{'a': 0.79840403005757565, 'e': 0.99202075139693591}",20,0,-110.88352060538816,"{0: 10, 1: 2, 2: 5, 3: 3, 4: 0}",0
58,False,"{'a': 0.79834703168204468, 'e': 0.99173579200557804}",25,0,-175.68546411140994,"{0: 12, 1: 5, 2: 4, 3: 2, 4: 2}",0
59,False,"{'a': 0.79828903336401202, 'e': 0.99144583405151354}",20,0,-60.79261729904754,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
60,False,"{'a': 0.79823003510447776, 'e': 0.99115087755973508}",20,0,-92.196014172578,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
61,False,"{'a': 0.79817003690444177, 'e': 0.99085092255523533}",30,0,-156.69145211229446,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
62,False,"{'a': 0.79810903876490391, 'e': 0.99054596906300696}",20,0,-88.99522614877341,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
63,False,"{'a': 0.79804704068686405, 'e': 0.99023601710804221}",20,0,-74.11986348892368,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
64,False,"{'a': 0.7979840426713225, 'e': 0.98992106671533331}",30,0,-218.1012673796715,"{0: 12, 1: 7, 2: 6, 3: 3, 4: 2}",0
65,False,"{'a': 0.79792004471927891, 'e': 0.98960111790987249}",20,0,-133.44474418081523,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
66,False,"{'a': 0.79785504683173314, 'e': 0.98927617071665175}",25,0,-128.76669080500426,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
67,False,"{'a': 0.79778904900968506, 'e': 0.98894622516066288}",30,0,-198.12707154056406,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
68,False,"{'a': 0.79772205125413498, 'e': 0.98861128126689746}",25,0,-71.18454724645281,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
69,False,"{'a': 0.79765405356608254, 'e': 0.98827133906034748}",25,0,-132.2409155003212,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
70,False,"{'a': 0.79758505594652784, 'e': 0.98792639856600406}",25,0,-49.23193562361857,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
71,False,"{'a': 0.79751505839647052, 'e': 0.98757645980885878}",20,0,-172.1383619791426,"{0: 8, 1: 3, 2: 5, 3: 2, 4: 2}",0
72,False,"{'a': 0.79744406091691089, 'e': 0.98722152281390296}",20,0,-136.47797798207463,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
73,False,"{'a': 0.79737206350884859, 'e': 0.98686158760612752}",30,0,-124.7527329827972,"{0: 13, 1: 9, 2: 7, 3: 1, 4: 0}",0
74,False,"{'a': 0.79729906617328372, 'e': 0.98649665421052379}",25,0,-119.77123449920336,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
75,False,"{'a': 0.79722506891121614, 'e': 0.98612672265208245}",20,0,-91.68851809963141,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
76,False,"{'a': 0.79715007172364594, 'e': 0.98575179295579418}",20,0,-183.6059507684482,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
77,False,"{'a': 0.79707407461157276, 'e': 0.98537186514664965}",25,0,-181.6108427067493,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
78,False,"{'a': 0.79699707757599669, 'e': 0.98498693924963954}",20,0,-126.6778881716271,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
79,False,"{'a': 0.79691908061791761, 'e': 0.98459701528975385}",20,0,-98.59905917025563,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
80,False,"{'a': 0.79684008373833537, 'e': 0.98420209329198327}",25,0,-257.95858030007344,"{0: 9, 1: 6, 2: 4, 3: 2, 4: 4}",0
81,False,"{'a': 0.79676008693825007, 'e': 0.98380217328131758}",20,0,-112.23420639586342,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
82,False,"{'a': 0.79667909021866157, 'e': 0.98339725528274702}",25,0,-186.67500556081927,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 4}",0
83,False,"{'a': 0.79659709358056974, 'e': 0.98298733932126137}",35,0,-195.1585382671078,"{0: 24, 1: 2, 2: 5, 3: 0, 4: 4}",0
84,False,"{'a': 0.79651409702497444, 'e': 0.98257242542185042}",25,0,-92.64991762179883,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
85,False,"{'a': 0.79643010055287577, 'e': 0.98215251360950373}",25,11,-53.9375595182349,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
86,False,"{'a': 0.79634510416527338, 'e': 0.98172760390921088}",20,0,-184.63295050873015,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
87,False,"{'a': 0.79625910786316734, 'e': 0.98129769634596098}",25,0,-219.5244260208678,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
88,False,"{'a': 0.79617211164755775, 'e': 0.9808627909447436}",20,0,-134.11524198922265,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
89,False,"{'a': 0.79608411551944425, 'e': 0.98042288773054787}",20,0,-80.2488021300987,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
90,False,"{'a': 0.79599511947982671, 'e': 0.97997798672836267}",20,0,-39.30400761136083,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
91,False,"{'a': 0.79590512352970522, 'e': 0.97952808796317692}",25,0,-114.91490131871366,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
92,False,"{'a': 0.79581412767007964, 'e': 0.97907319145997929}",25,0,-133.74152963421707,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
93,False,"{'a': 0.79572213190194985, 'e': 0.97861329724375845}",25,0,-175.16948388985747,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
94,False,"{'a': 0.79562913622631593, 'e': 0.97814840533950287}",30,0,-121.76033662322303,"{0: 17, 1: 5, 2: 7, 3: 0, 4: 1}",0
95,False,"{'a': 0.79553514064417752, 'e': 0.977678515772201}",20,0,-113.0950085492453,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
96,False,"{'a': 0.79544014515653449, 'e': 0.97720362856684106}",20,0,-59.15725461890159,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
97,False,"{'a': 0.79534414976438716, 'e': 0.97672374374841131}",25,0,-104.37175101961186,"{0: 16, 1: 2, 2: 3, 3: 4, 4: 0}",0
98,False,"{'a': 0.79524715446873495, 'e': 0.97623886134189952}",25,0,-84.83300808046256,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
99,False,"{'a': 0.79514915927057794, 'e': 0.97574898137229371}",25,0,-178.0946065023534,"{0: 10, 1: 2, 2: 10, 3: 2, 4: 1}",0
100,False,"{'a': 0.79505016417091623, 'e': 0.97525410386458167}",30,0,-183.70752829275776,"{0: 20, 1: 0, 2: 5, 3: 2, 4: 3}",0
101,False,"{'a': 0.79495016917074945, 'e': 0.97475422884375096}",25,0,-97.03428572919047,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
102,False,"{'a': 0.79484917427107771, 'e': 0.97424935633478915}",20,0,-201.19759912003695,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 5}",0
103,False,"{'a': 0.79474717947290086, 'e': 0.97373948636268359}",20,0,-99.31015574336847,"{0: 8, 1: 4, 2: 7, 3: 1, 4: 0}",0
104,False,"{'a': 0.79464418477721876, 'e': 0.97322461895242141}",35,0,-259.5475343731095,"{0: 16, 1: 7, 2: 8, 3: 0, 4: 4}",0
105,False,"{'a': 0.7945401901850313, 'e': 0.97270475412898971}",30,0,-115.26282021910409,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
106,False,"{'a': 0.79443519569733834, 'e': 0.97217989191737564}",20,0,-91.71033921354982,"{0: 12, 1: 3, 2: 1, 3: 4, 4: 0}",0
107,False,"{'a': 0.79432920131513995, 'e': 0.97165003234256608}",20,8,-60.311545255174686,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
108,False,"{'a': 0.7942222070394358, 'e': 0.97111517542954773}",20,0,-130.49296813255432,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
109,False,"{'a': 0.79411421287122597, 'e': 0.97057532120330725}",20,3,-177.5387237546736,"{0: 9, 1: 0, 2: 3, 3: 2, 4: 3}",1
110,False,"{'a': 0.79400521881151009, 'e': 0.97003046968883111}",20,0,-98.63726360739783,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
111,False,"{'a': 0.79389522486128827, 'e': 0.96948062091110576}",20,0,-70.99737711909778,"{0: 10, 1: 7, 2: 1, 3: 2, 4: 0}",0
112,False,"{'a': 0.79378423102156037, 'e': 0.96892577489511744}",30,0,-185.95607295945067,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
113,False,"{'a': 0.79367223729332625, 'e': 0.96836593166585216}",25,5,-65.75262013622128,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",1
114,False,"{'a': 0.79355924367758579, 'e': 0.96780109124829616}",20,0,-97.08375006153845,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
115,False,"{'a': 0.79344525017533885, 'e': 0.96723125366743501}",25,0,-99.99799385674756,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
116,False,"{'a': 0.79333025678758551, 'e': 0.96665641894825471}",35,0,-84.09668827299754,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",0
117,False,"{'a': 0.79321426351532542, 'e': 0.96607658711574063}",20,0,-122.87161049001142,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
118,False,"{'a': 0.79309727035955846, 'e': 0.96549175819487854}",20,8,-42.26771802597211,"{0: 6, 1: 1, 2: 5, 3: 0, 4: 0}",1
119,False,"{'a': 0.79297927732128448, 'e': 0.96490193221065379}",25,0,-104.32757003873228,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
120,False,"{'a': 0.79286028440150358, 'e': 0.96430710918805151}",25,6,-42.06461518339258,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
121,False,"{'a': 0.79274029160121562, 'e': 0.96370728915205683}",20,0,-79.01569557431111,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
122,False,"{'a': 0.79261929892142025, 'e': 0.96310247212765487}",20,0,-95.61079354144407,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
123,False,"{'a': 0.79249730636311755, 'e': 0.96249265813983031}",25,0,-164.64792255901204,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
124,False,"{'a': 0.79237431392730739, 'e': 0.96187784721356806}",25,0,-154.28129306093837,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
125,False,"{'a': 0.79225032161498965, 'e': 0.96125803937385301}",25,0,-106.18233450185639,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
126,False,"{'a': 0.79212532942716418, 'e': 0.96063323464566919}",20,0,-0.22875575658892444,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
127,False,"{'a': 0.79199933736483086, 'e': 0.96000343305400127}",25,0,-138.5732340494904,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
128,False,"{'a': 0.79187234542898954, 'e': 0.95936863462383348}",25,0,-154.35303614178696,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
129,False,"{'a': 0.79174435362063988, 'e': 0.95872883938014986}",20,0,-80.49273018326407,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
130,False,"{'a': 0.79161536194078197, 'e': 0.9580840473479344}",30,0,-195.51362664090948,"{0: 17, 1: 1, 2: 9, 3: 0, 4: 3}",0
131,False,"{'a': 0.79148537039041589, 'e': 0.9574342585521709}",20,0,-140.4635118366316,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 1}",0
132,False,"{'a': 0.79135437897054128, 'e': 0.95677947301784338}",25,0,-78.1832136068172,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
133,False,"{'a': 0.7912223876821578, 'e': 0.95611969076993519}",25,0,-214.83055284344601,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
134,False,"{'a': 0.79108939652626575, 'e': 0.95545491183343012}",30,0,-156.46072811222749,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
135,False,"{'a': 0.79095540550386478, 'e': 0.95478513623331129}",20,0,-144.3459377956867,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
136,False,"{'a': 0.79082041461595476, 'e': 0.95411036399456206}",25,0,-169.3632065733408,"{0: 11, 1: 3, 2: 9, 3: 0, 4: 2}",0
137,False,"{'a': 0.79068442386353555, 'e': 0.95343059514216577}",20,0,-151.20297223702303,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
138,False,"{'a': 0.79054743324760701, 'e': 0.95274582970110511}",30,0,-150.40822320541818,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
139,False,"{'a': 0.79040944276916902, 'e': 0.95205606769636297}",25,0,-177.03514368256475,"{0: 15, 1: 5, 2: 1, 3: 0, 4: 4}",0
140,False,"{'a': 0.79027045242922145, 'e': 0.95136130915292227}",25,0,-121.18820742595345,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
141,False,"{'a': 0.79013046222876415, 'e': 0.95066155409576547}",20,0,-94.30285409534393,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
142,False,"{'a': 0.789989472168797, 'e': 0.94995680254987525}",25,0,-83.57730616723542,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
143,False,"{'a': 0.78984748225031964, 'e': 0.94924705454023384}",20,0,-51.58085920498746,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
144,False,"{'a': 0.78970449247433239, 'e': 0.9485323100918237}",25,0,-77.79859135949455,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
145,False,"{'a': 0.78956050284183465, 'e': 0.94781256922962687}",25,0,-176.64702542853365,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
146,False,"{'a': 0.78941551335382654, 'e': 0.94708783197862534}",20,0,-90.9602518322097,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
147,False,"{'a': 0.7892695240113079, 'e': 0.94635809836380114}",20,0,-65.19846209364772,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
148,False,"{'a': 0.78912253481527861, 'e': 0.94562336841013561}",25,0,-186.64888329703314,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
149,False,"{'a': 0.78897454576673831, 'e': 0.94488364214261078}",30,0,-208.17559465582227,"{0: 18, 1: 0, 2: 7, 3: 2, 4: 3}",0
150,False,"{'a': 0.78882555686668709, 'e': 0.94413891958620799}",25,0,-113.81728453114908,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
151,False,"{'a': 0.7886755681161246, 'e': 0.9433892007659086}",20,0,-137.29397131052937,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
152,False,"{'a': 0.78852457951605093, 'e': 0.94263448570669395}",25,0,-124.47229557466343,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
153,False,"{'a': 0.78837259106746549, 'e': 0.94187477443354517}",20,0,-120.57799289289991,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
154,False,"{'a': 0.7882196027713686, 'e': 0.94111006697144317}",20,0,-53.38134080505903,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
155,False,"{'a': 0.7880656146287599, 'e': 0.94034036334536886}",25,0,-250.67266599481894,"{0: 14, 1: 2, 2: 0, 3: 5, 4: 4}",0
156,False,"{'a': 0.78791062664063927, 'e': 0.93956566358030313}",20,0,-140.22577542430528,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
157,False,"{'a': 0.78775463880800656, 'e': 0.93878596770122646}",20,0,-80.89242066363266,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
158,False,"{'a': 0.78759765113186164, 'e': 0.93800127573311953}",25,0,-170.17048529405022,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
159,False,"{'a': 0.78743966361320439, 'e': 0.93721158770096258}",20,0,-164.51927249764807,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 4}",0
160,False,"{'a': 0.78728067625303444, 'e': 0.93641690362973584}",30,0,-228.28716696243598,"{0: 16, 1: 6, 2: 2, 3: 2, 4: 4}",0
161,False,"{'a': 0.78712068905235189, 'e': 0.93561722354441956}",25,0,-171.84927483518828,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
162,False,"{'a': 0.78695970201215637, 'e': 0.93481254746999376}",30,0,-246.6809464195979,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 6}",0
163,False,"{'a': 0.78679771513344776, 'e': 0.93400287543143823}",20,0,-67.56603409094136,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
164,False,"{'a': 0.78663472841722593, 'e': 0.93318820745373277}",30,0,-70.96804049758958,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
165,False,"{'a': 0.78647074186449073, 'e': 0.93236854356185694}",30,0,-170.7967096195137,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
166,False,"{'a': 0.78630575547624204, 'e': 0.93154388378079034}",20,0,-79.4054714525525,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
167,False,"{'a': 0.78613976925347973, 'e': 0.9307142281355123}",20,0,-116.07646134373921,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
168,False,"{'a': 0.78597278319720365, 'e': 0.92987957665100218}",30,0,-178.75944775698858,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
169,False,"{'a': 0.78580479730841346, 'e': 0.92903992935223889}",20,0,-83.39092047218506,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
170,False,"{'a': 0.78563581158810902, 'e': 0.92819528626420156}",30,0,-145.82132221829926,"{0: 16, 1: 3, 2: 9, 3: 1, 4: 1}",0
171,False,"{'a': 0.7854658260372902, 'e': 0.92734564741186909}",20,0,-214.83145802209603,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 4}",0
172,False,"{'a': 0.78529484065695687, 'e': 0.92649101282022039}",25,0,-74.26658212173965,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
